ProductKey,Product ID,Product Name,Category,Sub-Category
624,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs
625,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders
626,OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders
627,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art
628,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings
629,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art
630,FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs
631,OFF-PA-10003657,Xerox 1927,Office Supplies,Paper
632,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases
633,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories
634,OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,Envelopes
635,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders
636,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs
637,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders
638,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs
639,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones
640,OFF-LA-10001569,Avery 499,Office Supplies,Labels
641,OFF-PA-10000176,Xerox 1887,Office Supplies,Paper
642,OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,Labels
643,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings
644,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Office Supplies,Appliances
645,OFF-PA-10003953,Xerox 218,Office Supplies,Paper
646,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings
647,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art
648,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Technology,Phones
649,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Technology,Accessories
650,OFF-AR-10003190,Newell 32,Office Supplies,Art
651,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances
652,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories
653,OFF-PA-10003651,Xerox 1968,Office Supplies,Paper
654,OFF-BI-10003094,Self-Adhesive Ring Binder Labels,Office Supplies,Binders
655,FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs
656,OFF-BI-10004230,GBC Recycled Grain Textured Covers,Office Supplies,Binders
657,OFF-PA-10003395,Xerox 1941,Office Supplies,Paper
658,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories
659,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories
660,OFF-FA-10002280,Advantus Plastic Paper Clips,Office Supplies,Fasteners
661,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies
662,OFF-EN-10004459,Security-Tint Envelopes,Office Supplies,Envelopes
663,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs
664,OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,Appliances
665,TEC-PH-10001557,Pyle PMP37LED,Technology,Phones
666,TEC-PH-10002085,Clarity 53712,Technology,Phones
667,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art
668,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances
669,TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines
670,OFF-BI-10001071,GBC ProClick Punch Binding System,Office Supplies,Binders
671,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,Paper
672,OFF-AR-10002578,Newell 335,Office Supplies,Art
673,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases
674,OFF-BI-10001294,Fellowes Binding Cases,Office Supplies,Binders
675,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders
676,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,Office Supplies,Supplies
677,OFF-LA-10004093,Avery 486,Office Supplies,Labels
678,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings
679,TEC-AC-10000710,Maxell DVD-RAM Discs,Technology,Accessories
680,OFF-AR-10002335,DIXON Oriole Pencils,Office Supplies,Art
681,OFF-PA-10001870,Xerox 202,Office Supplies,Paper
682,OFF-PA-10001019,Xerox 1884,Office Supplies,Paper
683,OFF-SU-10002537,Acme Box Cutter Scissors,Office Supplies,Supplies
684,OFF-ST-10003221,Staple magnet,Office Supplies,Storage
685,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art
686,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,Technology,Accessories
687,OFF-AR-10003958,Newell 337,Office Supplies,Art
688,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones
689,OFF-LA-10004272,Avery 482,Office Supplies,Labels
690,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings
691,OFF-LA-10004853,Avery 483,Office Supplies,Labels
692,OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders
693,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders
694,OFF-PA-10003591,Southworth 100% Cotton The Best Paper,Office Supplies,Paper
695,OFF-PA-10001790,Xerox 1910,Office Supplies,Paper
696,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories
697,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders
698,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders
699,FUR-FU-10001424,Dax Clear Box Frame,Furniture,Furnishings
700,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders
701,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage
702,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,Technology,Accessories
703,OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,Paper
704,OFF-AR-10003158,Fluorescent Highlighters by Dixon,Office Supplies,Art
705,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,Technology,Phones
706,OFF-BI-10003364,Binding Machine Supplies,Office Supplies,Binders
707,OFF-EN-10001099,Staple envelope,Office Supplies,Envelopes
708,OFF-PA-10002250,Things To Do Today Pad,Office Supplies,Paper
709,OFF-BI-10004716,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,Binders
710,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels
711,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Binders
712,OFF-PA-10002947,Xerox 1923,Office Supplies,Paper
713,OFF-PA-10000019,Xerox 1931,Office Supplies,Paper
714,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases
715,TEC-PH-10004774,Gear Head AU3700S Headset,Technology,Phones
716,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders
717,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,Technology,Phones
718,TEC-AC-10004666,Maxell iVDR EX 500GB Cartridge,Technology,Accessories
719,OFF-ST-10003816,Fellowes High-Stak Drawer Files,Office Supplies,Storage
720,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables
721,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage
722,TEC-AC-10002473,Maxell 4.7GB DVD-R,Technology,Accessories
723,TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones
724,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances
725,OFF-PA-10003543,Xerox 1985,Office Supplies,Paper
726,TEC-AC-10004353,Hypercom P1300 Pinpad,Technology,Accessories
727,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art
728,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper
729,OFF-PA-10001745,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Paper
730,OFF-BI-10004826,JM Magazine Binder,Office Supplies,Binders
731,OFF-PA-10000289,Xerox 213,Office Supplies,Paper
732,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances
733,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper
734,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders
735,OFF-ST-10001496,Standard Rollaway File with Lock,Office Supplies,Storage
736,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders
737,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,Tables
738,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Furnishings
739,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables
740,OFF-PA-10000788,Xerox 210,Office Supplies,Paper
741,FUR-FU-10001940,Staple-based wall hangings,Furniture,Furnishings
742,OFF-BI-10004465,Avery Durable Slant Ring Binders,Office Supplies,Binders
743,OFF-PA-10002333,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Office Supplies,Paper
744,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,Furniture,Furnishings
745,OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,Binders
746,OFF-LA-10001613,Avery File Folder Labels,Office Supplies,Labels
747,OFF-LA-10004055,Color-Coded Legal Exhibit Labels,Office Supplies,Labels
748,OFF-PA-10004621,Xerox 212,Office Supplies,Paper
749,OFF-PA-10001281,Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,Paper
750,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,Storage
751,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings
752,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders
753,OFF-PA-10004156,Xerox 188,Office Supplies,Paper
754,OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art
755,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones
756,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes
757,TEC-MA-10003066,Wasp CCD Handheld Bar Code Reader,Technology,Machines
758,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders
759,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,Office Supplies,Art
760,OFF-PA-10003625,Xerox 1979,Office Supplies,Paper
761,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders
762,OFF-EN-10003862,Laser & Ink Jet Business Envelopes,Office Supplies,Envelopes
763,OFF-ST-10004258,Portable Personal File Box,Office Supplies,Storage
764,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings
765,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories
766,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,Storage
767,OFF-BI-10002049,UniKeep View Case Binders,Office Supplies,Binders
768,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings
769,OFF-ST-10003722,Project Tote Personal File,Office Supplies,Storage
770,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,Technology,Accessories
771,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,Furniture,Furnishings
772,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Phones
773,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Office Supplies,Storage
774,OFF-AR-10001166,Staples in misc. colors,Office Supplies,Art
775,FUR-CH-10000309,Global Comet Stacking Arm Chair,Furniture,Chairs
776,TEC-MA-10004212,Cisco SPA525G2 5-Line IP Phone,Technology,Machines
777,OFF-EN-10003072,Peel & Seel Envelopes,Office Supplies,Envelopes
778,OFF-BI-10000320,GBC Plastic Binding Combs,Office Supplies,Binders
779,OFF-PA-10001166,Xerox 2,Office Supplies,Paper
780,OFF-PA-10003656,Xerox 1935,Office Supplies,Paper
781,TEC-PH-10000148,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones
782,TEC-PH-10003885,Cisco SPA508G,Technology,Phones
783,OFF-LA-10001175,Avery 514,Office Supplies,Labels
784,OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper
785,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings
786,OFF-BI-10003707,Aluminum Screw Posts,Office Supplies,Binders
787,OFF-AR-10000203,Newell 336,Office Supplies,Art
788,OFF-AR-10004790,Staples in misc. colors,Office Supplies,Art
789,TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories
790,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases
791,OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art
792,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances
793,FUR-CH-10002304,"Global Stack Chair without Arms, Black",Furniture,Chairs
794,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings
795,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper
796,FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings
797,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art
798,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings
799,OFF-BI-10003529,Avery Round Ring Poly Binders,Office Supplies,Binders
800,OFF-BI-10001097,Avery Hole Reinforcements,Office Supplies,Binders
801,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders
802,OFF-FA-10001754,Stockwell Gold Paper Clips,Office Supplies,Fasteners
803,OFF-FA-10004838,"Super Bands, 12/Pack",Office Supplies,Fasteners
804,TEC-PH-10002115,Plantronics 81402,Technology,Phones
805,OFF-FA-10003059,Assorted Color Push Pins,Office Supplies,Fasteners
806,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,Binders
807,OFF-BI-10003669,3M Organizer Strips,Office Supplies,Binders
808,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders
809,TEC-AC-10003447,Micropad Numeric Keypads,Technology,Accessories
810,OFF-AR-10000255,Newell 328,Office Supplies,Art
811,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances
812,OFF-PA-10000349,Easy-staple paper,Office Supplies,Paper
813,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs
814,OFF-PA-10003127,Easy-staple paper,Office Supplies,Paper
815,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,Technology,Machines
816,OFF-PA-10000029,Xerox 224,Office Supplies,Paper
817,OFF-LA-10000452,Avery 488,Office Supplies,Labels
818,TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones
819,OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art
820,TEC-PH-10000576,AT&T 1080 Corded phone,Technology,Phones
821,OFF-PA-10000605,Xerox 1950,Office Supplies,Paper
822,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Office Supplies,Storage
823,OFF-BI-10004001,GBC Recycled VeloBinder Covers,Office Supplies,Binders
824,FUR-TA-10004147,Hon 4060 Series Tables,Furniture,Tables
825,OFF-AR-10001545,Newell 326,Office Supplies,Art
826,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories
827,OFF-AR-10002255,Newell 346,Office Supplies,Art
828,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper
829,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders
830,OFF-FA-10003495,Staples,Office Supplies,Fasteners
831,OFF-EN-10003798,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Office Supplies,Envelopes
832,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones
833,OFF-PA-10004735,Xerox 1905,Office Supplies,Paper
834,FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Furniture,Bookcases
835,OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,Paper
836,TEC-PH-10001061,Apple iPhone 5C,Technology,Phones
837,OFF-AR-10002375,Newell 351,Office Supplies,Art
838,OFF-EN-10001539,Staple envelope,Office Supplies,Envelopes
839,FUR-TA-10004086,KI Adjustable-Height Table,Furniture,Tables
840,OFF-PA-10000100,Xerox 1945,Office Supplies,Paper
841,OFF-LA-10000973,Avery 502,Office Supplies,Labels
842,OFF-ST-10001476,Steel Personal Filing/Posting Tote,Office Supplies,Storage
843,OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Envelopes
844,OFF-PA-10001763,Xerox 1896,Office Supplies,Paper
845,OFF-BI-10002072,Cardinal Slant-D Ring Binders,Office Supplies,Binders
846,OFF-FA-10001561,Stockwell Push Pins,Office Supplies,Fasteners
847,TEC-MA-10004241,Star Micronics TSP800 TSP847IIU Receipt Printer,Technology,Machines
848,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances
849,OFF-FA-10000735,Staples,Office Supplies,Fasteners
850,OFF-BI-10003350,Acco Expandable Hanging Binders,Office Supplies,Binders
851,TEC-PH-10000307,Shocksock Galaxy S4 Armband,Technology,Phones
852,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers
853,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings
854,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art
855,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",Office Supplies,Storage
856,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables
857,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs
858,TEC-PH-10004700,PowerGen Dual USB Car Charger,Technology,Phones
859,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders
860,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,Furnishings
861,OFF-PA-10003172,Xerox 1996,Office Supplies,Paper
862,OFF-ST-10002352,Iris Project Case,Office Supplies,Storage
863,OFF-PA-10002259,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,Paper
864,OFF-BI-10002976,ACCOHIDE Binder by Acco,Office Supplies,Binders
865,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders
866,OFF-LA-10004425,Staple-on labels,Office Supplies,Labels
867,FUR-CH-10001270,Harbour Creations Steel Folding Chair,Furniture,Chairs
868,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology,Phones
869,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",Office Supplies,Art
870,TEC-PH-10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,Phones
871,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,Binders
872,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage
873,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,Technology,Phones
874,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs
875,OFF-PA-10000682,Xerox 1924,Office Supplies,Paper
876,FUR-FU-10002268,Ultra Door Push Plate,Furniture,Furnishings
877,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,Accessories
878,FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs
879,OFF-ST-10002292,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Office Supplies,Storage
880,OFF-AR-10004999,Newell 315,Office Supplies,Art
881,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders
882,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders
883,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings
884,TEC-PH-10002200,Samsung Galaxy Note 2,Technology,Phones
885,TEC-PH-10000439,GE DSL Phone Line Filter,Technology,Phones
886,OFF-PA-10001685,Easy-staple paper,Office Supplies,Paper
887,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,Office Supplies,Storage
888,OFF-ST-10000676,Fellowes Econo/Stor Drawers,Office Supplies,Storage
889,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art
890,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes
891,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,Technology,Copiers
892,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings
893,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Furnishings
894,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings
895,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art
896,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones
897,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders
898,OFF-EN-10004955,Fashion Color Clasp Envelopes,Office Supplies,Envelopes
899,FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,Tables
900,FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases
901,OFF-AR-10002280,Staples in misc. colors,Office Supplies,Art
902,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs
903,OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,Art
904,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology,Phones
905,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings
906,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings
907,OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage
908,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones
909,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders
910,OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,Art
911,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Office Supplies,Paper
912,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage
913,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders
914,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs
915,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories
916,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art
917,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Technology,Accessories
918,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories
919,TEC-PH-10003505,Geemarc AmpliPOWER60,Technology,Phones
920,OFF-LA-10000121,Avery 48,Office Supplies,Labels
921,OFF-BI-10002026,Avery Arch Ring Binders,Office Supplies,Binders
922,OFF-PA-10000994,Xerox 1915,Office Supplies,Paper
923,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders
924,OFF-AR-10004817,Colorific Watercolor Pencils,Office Supplies,Art
925,OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,Art
926,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders
927,OFF-PA-10002968,Xerox 1973,Office Supplies,Paper
928,FUR-BO-10003433,Sauder Cornerstone Collection Library,Furniture,Bookcases
929,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings
930,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Technology,Phones
931,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances
932,FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs
933,OFF-LA-10001404,Avery 517,Office Supplies,Labels
934,OFF-LA-10001474,Avery 477,Office Supplies,Labels
935,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper
936,FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings
937,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Technology,Accessories
938,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances
939,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper
940,OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders
941,OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art
942,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances
943,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage
944,FUR-FU-10004018,Tensor Computer Mounted Lamp,Furniture,Furnishings
945,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones
